File Name,Size (Bytes)
AuthorshipAttribution.pdf,11065285
CatastrophicForgetting_.pdf,10854274
CounteringHateSpeech.pdf,13511358
DifficultLongContext.pdf,10740844
Fine-TuningUnlearning.pdf,8875083
GenderMistranslation.pdf,10510617
GENRA.pdf,10933684
HateSpeechDetection.pdf,12233210
LogicalStructureTree.pdf,16072776
ModelingCulture.pdf,26168502
MultiTeachingAssistants.pdf,11491416
PhonemeClassification_.pdf,7174068
PrimacyEffect.pdf,7284727
ProtowordReconstruction.pdf,12477237
StoryEmbeddings.pdf,12220705
SubwordSegmentation.pdf,11508269
Supertagging.pdf,14516140
TrapProblems.pdf,13300428
TruthAndPoliticalBias.pdf,12713157
UnderstandingSlang.pdf,6998779
WordSenses.pdf,13162904
AutomaticSentenceSegmentation.pdf,14404976
MedicalQuestionAnsweringDataset.pdf,12851093
2024.emnlp-main.147.pdf,16466623
MorphologicalInflection.pdf,14926614
MultilingualPretraining.pdf,10993483
OptimalTransport.pdf,10324341
ProbingSpeech-SpecificRisks.pdf,14692819
SemanticTextSimilar.pdf,11561854
SparseGrad.pdf,7559816
T5ForAfricanLanguages.pdf,10471201
TextPrivatization.pdf,9156486
TranslationUsingGrammarBooks.pdf,10853597
UniversalDependencyParsing.pdf,10752157
UnsupervisedNamedEntity.pdf,6360316
AcademicsCanContribute.pdf,11967589
CitationTextGeneration.pdf,15779054
CompositionalBehavior.pdf,16980972
DetectingConnectiveLanguage.pdf,13420390
EmotionGranularity.pdf,16977168
EnhancingTextClustering.pdf,7766696
EssayScoring.pdf,14337628
EstablishingTrustworthiness.pdf,11195043
FacualityOfLLMs.pdf,11664645
GuardBench.pdf,17146726
GrammaticalErrorCorrection-MPD.pdf,12669277
GrammaticalErrorCorrection.pdf,8631886
2023.emnlp-main.124.pdf,11045369
2023.emnlp-main.638.pdf,12164386
